,_id,Text,task_1,task_2,Label
1851,60c5d6bf5659ea5e55defd25,you should send a stranger some cash for no reason other that what they look like and who they fuck,HOF,PRFN,1
2855,60c5d6bf5659ea5e55def24a,@Harry96__ @StopRodgersOut @xKamikazee420 @ThiagoSZN4 @efccaIlum @jackconnell17 Ehð fuck you talking about lmao only replying as I find it hilarious you can talk about how I look but have Trent as your dpð­ must be some fuck ugly cunt you,HOF,OFFN,1
2146,60c5d6bf5659ea5e55deff2a,Whoever was the first person to design a bathroom with the light switch on the other side of the door was a real asshole.,HOF,PRFN,1
2993,60c5d6bf5659ea5e55df0294,"People from the place where #ChineseVirus originated are celebrating w/o masks(seems like nothing happened there ever) and here in India people are running from pillar to post for ICU beds, oxygen etc.They have forgotten tht KARMA ia bitch. They will hv to pay heavily for this.ð https://t.co/WRPxpsKjfl",HOF,HATE,1
3415,60c5d6bf5659ea5e55def441,"@varddhan @narendramodi People are crying because of Mr Modi , it's because of Modi that people are loosing their loved ones , international media and international experts believe he is responsible for all this , Shame on people who support such petty p",HOF,HATE,1
1120,60c5d6bf5659ea5e55def790,"@ashokepandit Again cheap game by BJP it cell, sharing old unrelated videos and Hindu Muslim game. Shame on you. #ResignModi I have reported this tweet, everyone do yours.",HOF,HATE,1
3525,60c5d6bf5659ea5e55def4ad,Every day brings a doom. Why the hell do we have such incompetent morons at the helm? #ResignModi #VoteThemOut2022 #VoteThemOut2024 #IndianLivesMatter #indianeedoxygen #VaccineForAll https://t.co/dHlYpayKtt,HOF,HATE,1
3551,60c5d6bf5659ea5e55def435,@mx_amane i like the way he's drawn in the manga much better i'm aware they needed to do some cleaning but they didn't have to chop off his legs ykno... this is just me being a whore tho https://t.co/YN0ERS4lh2,HOF,PRFN,1
2845,60c5d6bf5659ea5e55df048b,"Why WHO is not taking action against China. China desperately spread the virus. No second wave and death toll in China. Everyone gets proper treatment, they are no disclosing the treatment. #chinesevirus #ChinaLiedPeopleDied #China_is_terrorist #WorldChineseOrganisation",HOF,HATE,1
4981,60c5d6bf5659ea5e55def99a,"Just letting him rest there for a moment while splaying his hands on ZZSs hips to feel every minute twitch. Then he starts to move his head, up and down, slowly and teasingly. He circles his tongue around the soft head of ZZSs dick and the other moans above him.",HOF,PRFN,1
2159,60c5d6bf5659ea5e55df005e,"@OpIndia_com Even in pandemics, shameless vultures..... nothing except #Islamophobia",HOF,HATE,1
2152,60c5d6bf5659ea5e55deffc2,@nojumper waiting for a motherfucker to swipe that shit right off his head 😭😭,HOF,PRFN,1
4120,60c5d6bf5659ea5e55defb83,Shame on you @narendramodi and on ur governence. You and @BJP4India let India down infront of a small nation New Zealand. @NZinIndia seeked help from a silly opposition @sosiyc which is wing of @INCIndia . #NewZealand #ResignPMmodi https://t.co/21kOqFCg6A,HOF,OFFN,1
2873,60c5d6bf5659ea5e55def22c,"@Jane_Doyle_EJD I had one the other day, thought I was in Jurassic Park. Emptied a full can of wasp spray on it, fucker still fought for 5 mins.",HOF,PRFN,1
3607,60c5d6bf5659ea5e55def586,Ooooo this bitch got 4 kids at 24,HOF,OFFN,1
4762,60c5d6bf5659ea5e55def6cc,"@Peacefulnues @LogiccalVera @DObialunamma @IsrealGeraldine U see ur level of understanding? Smh.Come to think of it,,I even DOWNGRADED myself to engage with a sanitary pad as you, pussy-licking a public toilet and defending her for 1STLY lettin her brothe",HOF,OFFN,1
3147,60c5d6bf5659ea5e55df0454,@AdamW_Bot @jakepaul Donât ask why I said that just came on my head Adam=rides vivder dick my dad=me made that,HOF,PRFN,1
2158,60c5d6bf5659ea5e55df0048,"Y'all testing my patience eh? I'm damn shut up now. Don't dare me to say such things then after that you'll call me ""bastos""? Wtf was that eh? HAHAHAHAHA fuck that mindset. Let me do the things I want 'cause those are my fucking peace of mind. That's my rest.",HOF,PRFN,1
4395,60c5d6bf5659ea5e55defe99,"inb4 you snap back at me for ""bootlicking jacob"" or something similar. i'm not coming at you because you shat on jacob. i'm coming at you because you're being a cunt. there are better ways to vent your anger and frustration.",HOF,OFFN,1
1433,60c5d6bf5659ea5e55defb03,#Resign_PM_Modi #ResignModi resign u shameless men..and only shameless PM in this world,HOF,OFFN,1
3218,60c5d6bf5659ea5e55df047b,Shame on you Modi. Our #CovidWarriors are giving up. #IndiaCovidCrisis  #Resign_PM_Modi  #ResignModi https://t.co/xO00I7TOGj,HOF,OFFN,1
1133,60c5d6bf5659ea5e55def90e,@narendramodi get the fuck down from your post. #ModiResign  #ModiKaVaccineJumla  #ModiHataoDeshBachao  #Modiwave  #ModiGovtSeNaHoPayega  https://t.co/0uHwy8yZgx,HOF,OFFN,1
3177,60c5d6bf5659ea5e55df04cf,"I saw this sign in IKEA today.   Any person like me, who suffers from #Fibromyalgia will tell you that this is utter bollocks ð¤£ https://t.co/usCY3svfY4",HOF,PRFN,1
5053,60c5d6bf5659ea5e55def1f2,"I don't agree with ""If not Modi then who? 'Rahul Gandhi' "" trending because... RG is 1000 times better than Modi and RG is Not alternative but one and only option we have... #Resign_PM_Modi",HOF,HATE,1
4353,60c5d6bf5659ea5e55defe1f,Every little thing is pissing me off today &gt;:( Whadda heck goin the fuck on?,HOF,PRFN,1
4913,60c5d6bf5659ea5e55defa10,@CAA_Official I fail to see why this is bothering you personally enough to the point that you have to make a post about it. Who gives a fuck what everyone else does? Let people celebrate someoneâ€™s birthday instead of being a stuck up douchebag,HOF,PRFN,1
2820,60c5d6bf5659ea5e55df038a,Son of a bitch https://t.co/IfL9RijzWa,HOF,PRFN,1
4326,60c5d6bf5659ea5e55defdd7,"These bloody half baked Chinese messing up everything... After #wuhanvirus from Wuhan Virus lab, now space debris !! https://t.co/k1pJpO32AX",HOF,HATE,1
1193,60c5d6bf5659ea5e55def80b,@nousha1212 India needs a Neta not a fuckin Abhineta.#ResignModi #resign_PM_Modi,HOF,OFFN,1
3812,60c5d6bf5659ea5e55df0138,"am i an asshole for getting annoyed at people that bother me when i walk my dog LOL. like ok, he is cute, but fuckin a i wanna have a nice walk, not stand there and let you pet him for 5 minutes. leave me alone pls",HOF,PRFN,1
1171,60c5d6bf5659ea5e55def868,Dr Dre voice: “Motherfucker I’m gay!” #Pride2021,HOF,PRFN,1
3832,60c5d6bf5659ea5e55df0175,@rydaddy321 @Qweeniesworld_ Get a hooker,HOF,PRFN,1
3649,60c5d6bf5659ea5e55deff94,Locky you so wrapped up in wanna shag Dr HOTNESS you forgot your Job Title and Role? llol #HolbyCity,HOF,PRFN,1
4186,60c5d6bf5659ea5e55defb57,"Modi is unable to handle covid situation, oxygen shortage, remdisiver shortage, vaccine shortage, increasing cases, increasing no. of deaths he shud b ashamed he shud apologize to nation and resign #spinelessmodi #ResignModi #Resign_PM_Modi #Shameless",HOF,OFFN,1
3954,60c5d6bf5659ea5e55def93f,Not this teacher again slimy bitch,HOF,OFFN,1
1276,60c5d6bf5659ea5e55def777,im online for some naughty fun - sexy slut #whiteGirl #pussy #anal https://t.co/H4Y1CgKOg3,HOF,PRFN,1
3326,60c5d6bf5659ea5e55def247,"@Arunaurs @PLEKarnataka Oho.. Double engine. Why central govt is coming in middle of the state's O2 usage. Yesterday's incident, is due to irresponsibility of modi. He is the murderer. #sackhim #ResignPMmodi",HOF,OFFN,1
4901,60c5d6bf5659ea5e55def898,"Oh dear FEKU @narendramodi @PMOIndia, NOT even the PM of New Zealand and Canada trusts your â€œFAKE PM CARES FUNDâ€. You are a disgrace. The pattern in Delhi riots is same as in West Bengal. You canâ€™t accept defeat. #ResignModi",HOF,OFFN,1
3329,60c5d6bf5659ea5e55def164,@ShivAroor whole world is suffering from bloody #ChineseVirus,HOF,HATE,1
2663,60c5d6bf5659ea5e55df02bf,@asyyzzi Son of a bitch,HOF,PRFN,1
5018,60c5d6bf5659ea5e55def1c1,@narendramodi PM @narendramodi has Failed in COVID Battle and he should Resign. #ResignPMmodi Disclaimer : I don't Support Congress,HOF,OFFN,1
990,60c5d6bf5659ea5e55defa32,You know that shitbag who's been pissing you off?  Fuck 'em https://t.co/MStKSDC9iK,HOF,PRFN,1
4210,60c5d6bf5659ea5e55defc84,Disgusting behaviour by Chinese authorities. Thousands are dying in #India This is not a propaganda opportunity. #boycottchina #IndiaCovidCrisis #boycotthuawei #boycottlenovo # https://t.co/FbnAhU6to1,HOF,HATE,1
3705,60c5d6bf5659ea5e55df000c,Bloody #Chinese are making in #India! #ChineseVirus https://t.co/kZTh0E2gk6,HOF,PRFN,1
1320,60c5d6bf5659ea5e55def819,@SkySportsNews Whore.,HOF,OFFN,1
3023,60c5d6bf5659ea5e55df04c4,"cishets in my country are such low-lifes, they bash the community for liking the same gender but look at what they do. premarital sex, watch and masturbate to porn everyday.. so whoâs the sinner now, fucker",HOF,PRFN,1
4180,60c5d6bf5659ea5e55defafc,@Lance5troller @F1 Piss off I hope you stub your toe ðŸ‘ðŸ¼,HOF,PRFN,1
1228,60c5d6bf5659ea5e55def9c1,Muslim jehadies under Mamata  brutally killing and raping  Hindu women in Bengal... Bastard mallu media and cultural dogs are damn silent on this inhuman act. #JungleRajinBengal #MamataTerroirm #JihadiTerrorism #MurderPolitics #MassExodusOfHindus #BengalBurning  Deploy Army https://t.co/nhLuvyoJI0,HOF,HATE,1
4702,60c5d6bf5659ea5e55def887,@narendramodi do you have any idea how it feels when rape is made political? Stop your IT cell as____le! #ResignModi let educated save lives of #CovidIndia https://t.co/Q0V82M2BzB,HOF,OFFN,1
900,60c5d6bf5659ea5e55def79a,Watching Sanju Verma on @IndiaToday is a harsh reminder of the uncouth noise and nonsense that @BJP4India's ruling model is. This throwing dust and blame after killing millions is not going to exonerate you. #ResignPMmodi #ResignShah,HOF,HATE,1
3233,60c5d6bf5659ea5e55df0453,@tedcruz Okay now go show the destroyed buildings in Gaza pussy,HOF,OFFN,1
440,60c5d6bf5659ea5e55def434,@KashmiriPandit7 @KashmiriPandit7 you all are fools so don't come to teach us our culture #Resign_PM_Modi #boycottbjp #Resign_PM_Modi #ResignModi #ResignPMmodi,HOF,HATE,1
605,60c5d6bf5659ea5e55def5d7,"A pictures tells it all. Also, remember that freedom of expression is the fundamental right of every citizen, you coward.   #ExitModi #BjpDestroyedIndia #ModiResign #ResignModi #ModiFailedIndia #JanKiBaat #ModiHataoDeshBachao #ModiKaVaccineJumla https://t.co/wrMgRQfWos",HOF,OFFN,1
1689,60c5d6bf5659ea5e55defcb0,This asshole's a fucking pig!,HOF,PRFN,1
3895,60c5d6bf5659ea5e55df0108,What? Not interested in replying! Seems like you guys are more busy in fixing street lights and potholes than #CovidVaccine @CMCCuttack @MoSarkar5T @CMO_Odisha @AnanyaDasIAS,HOF,HATE,1
3077,60c5d6bf5659ea5e55df0389,@rjsports1 @sterling7 @England Full kit wanker,HOF,PRFN,1
4152,60c5d6bf5659ea5e55defc04,Dirty politics of BJP has to end! People need oxygen not assurances and scams. Stop the bureaucracy now! #ResignModi https://t.co/VH4gHlxoce,HOF,HATE,1
4712,60c5d6bf5659ea5e55def96c,@Jigeumun_ Well at least u knew he was shitty i couldn't even do that lmaoooo neyse at least i built up a better personality after that asshole,HOF,PRFN,1
4216,60c5d6bf5659ea5e55defb5b,Piss off ðŸ˜’ https://t.co/DygIQRPi3O,HOF,PRFN,1
385,60c5d6bf5659ea5e55def4b9,Modi is a vulture...he is unfortunate destiny of india. #Resign_PM_Modi,HOF,OFFN,1
818,60c5d6bf5659ea5e55def67f,"@DChaurasia2312 If, instead of 1990, Kashmiri pandits were being forced out of Kashmir today, I don't think anything would have ended up differently. Shame on you Modi ji !!! @PMOIndia @narendramodi @AmitShah #WestBengalElections2021 #WestBengalPolls #WestBengalViolence #BengalBurning",HOF,OFFN,1
2125,60c5d6bf5659ea5e55deff36,found out the reason I scream bloody murder when ppl startle me is a direction manifestation of my manic depression LMFAO so basically I can’t help it and ima be a scary bitch forever. LMFAOOOOO I love learning stuff about me,HOF,PRFN,1
478,60c5d6bf5659ea5e55def409,"@sam_bamalam surprise, motherfucker 😈",HOF,PRFN,1
2987,60c5d6bf5659ea5e55df011a,that fucker needs to be put down he's really trying to create an absolute monopoly and acquire the entire industry it's fucking annoying and concerning https://t.co/xHfjQyP45S,HOF,PRFN,1
3417,60c5d6bf5659ea5e55def48f,@davidgokhshtein Disneyland with my favourite hooker,HOF,PRFN,1
1263,60c5d6bf5659ea5e55def972,"How many times a day do you think, say, or just want to scream.... MOTHER FUCKER!!!!!  I'm averaging about 31 these days.",HOF,PRFN,1
2803,60c5d6bf5659ea5e55df03ec,"If you're cishet and you have something negative to say about #Pride, please do everyone a favor and keep your mouth shut. No one wants to hear it, and even more so, no one gives a damn about your shitty bigoted opinion.",HOF,HATE,1
843,60c5d6bf5659ea5e55def690,HIT! NOT HOT!!! FUCK YOU ACTUALLY,HOF,PRFN,1
4935,60c5d6bf5659ea5e55def870,"@KanganaTeam @ZeeMohamed_ Dawg talk to some women who actually wear burkha, its not always a sign of oppression, some women actually find power in it! Stop casually being a islamophobe . Stop coming after otherâ€™s religion. You are just a narcissistic vi",HOF,HATE,1
4966,60c5d6bf5659ea5e55def7a3,robert you can come to me at the end of july :) idk what about abdul .asshole dont keep animals at home. come join us in ours factory i have a pland to realise for 100k pln monthly on head come we will work this out and go to miley. we can pay for a jet to LA but leave itto Miley,HOF,PRFN,1
3866,60c5d6bf5659ea5e55df0197,"@ayemojubar Bloody cover up.Where were his security detail?All those trying desperately to remove him from office have finally succeeded through murder.....y'all know yourselves....mind you,'KARMA IS A BITCH'",HOF,HATE,1
4078,60c5d6bf5659ea5e55defacc,Fuck the piece of shit honestly heâ€™s not worried about â€œpublic health â€œ people 20&amp; under are more likely to die of influenza than they are the #chinesevirus itâ€™s time to stop pretending like #wuhanflu is a huge epidemic it has a 1.7% CFR itâ€™s time to get back to life #firefauci https://t.co/60PqLMD9FE,HOF,HATE,1
3379,60c5d6bf5659ea5e55def34e,"Pauline Hanson must be upset that the PM is stealing her voter base. First, with his sexism &amp; misogyny, now with his racist bullyboy threats against Indian Australian citizens wanting to return home.ðŸ˜–ðŸ˜ #auspol #IndiaCovidCrisis #IStandWithIndianAustralians",HOF,OFFN,1
4388,60c5d6bf5659ea5e55defe04,"This is on the face of the #bhakts sharing all the rumours and spreading all the hate, incited by BJP IT Cell.Verify before you share! And stop igniting this state! Things were way peaceful before you'll came in! #ResignModi #bangalviolence #tmcgoons #bangalviolence #JoyBangla https://t.co/fKNSAVcRQv",HOF,HATE,1
6,60c5d6bf5659ea5e55def17b,"Yesterday I discovered my FLF was growing a new leaf.   Today when I was watering, I was a clumsy bitch and broke off the new growth.   So if you need me I’ll be pouting for the rest of the week. https://t.co/O0xi1tkPD2",HOF,PRFN,1
3055,60c5d6bf5659ea5e55df0466,@BarstoolChief They deserve it. Dubas is a smug son of a bitch,HOF,OFFN,1
2597,60c5d6bf5659ea5e55df0345,@HolOnTristian All them goofy niccas watching that shit. If that's my people's I'm airing the place out.,HOF,PRFN,1
104,60c5d6bf5659ea5e55def1c6,"I hate Modi, BJP and it's workers.   This hate is not because of it's Hindu-Muslim/ mandir-masjid dirty politics.. But it's because of it's unconstitutional and non-democratic acts.   #bjpmuktbharat #ModiMustResign #BjpDestroyedIndia #ModiFailsIndia #IndiaCovidCrisis #CovidIndia",HOF,HATE,1
2020,60c5d6bf5659ea5e55deff2b,@piersmorgan A Twat ☝️🥱 can’t imagine anything more painful than  listening to these 2 Biggest Bores 🥱,HOF,PRFN,1
4556,60c5d6bf5659ea5e55def6bf,I was a poor little kid in the lungs of new York Just like a motherless son of a bitch Loaded on ephedrine looking for downers and coke Like a sun that just wouldn't set out on the horizon Singing and dancing to them nighttime songs,HOF,PRFN,1
944,60c5d6bf5659ea5e55def878,@DebdulalSunita @rebel4SSR What nonscence..if she had so much of problem she wouldn't have casted him..it was he show..her show rep was high all becz of sushi.what is trying to prove she did meherbani in Sushi.why the heck she went to funeral n cried n did that natak.. bloody bitch,HOF,OFFN,1
2600,60c5d6bf5659ea5e55df037f,@shivanshfcbm Who is that wanker...on the left side in pakistan jersey.... I dont know anything about cricket other than indian players,HOF,PRFN,1
1553,60c5d6bf5659ea5e55defc89,@PMOIndia @narendramodi @POTUS @JoeBiden @POTUS @VP and all members of @Europarl_EN @BorisJohnson   Please stop having conferences with your STUPID PM because he needs to focus on the citizens right now.  It’s upsetting how we have to ask YOU to stop because our PM WONT  #Resign_PM_Modi,HOF,OFFN,1
